GridcellIndex,FunctionalGroupIndex,JuvenileMass,AdultMass,IndividualBodyMass,CohortAbundance,LogOptimalPreyBodySizeRatio,BirthTimeStep,ProportionTimeActive,TrophicIndex,IndividualReproductivePotentialMass,MaturityTimeStep,IsAdult,AgeMonths,TimeStepsJuviline,TimeStepsAdult
0,7,1051.95,49051.4,1264.35,3.74212e+06,-2.50065,28,0.093576,3.01815,0,4294967295,0,5,5,0
0,7,598.906,33126,749.889,1.15015e+06,-2.18799,29,0.093576,3.02053,0,4294967295,0,4,4,0
0,7,26.8264,986.702,105.092,1.77132e+06,-2.71651,29,0.093576,3.47377,0,4294967295,0,4,4,0
0,8,56.9919,3645,3645,11853.7,-2.34468,0,0.093576,2.00949,2475.59,18,1,34,19,15
0,8,709.235,33305.8,33305.8,129955,-2.18799,0,0.093576,2.75474,8717.11,30,1,34,31,3
0,8,1083.91,16203.9,16203.9,67237.7,-2.30151,0,0.093576,2.81902,7579.48,21,1,34,22,12
0,8,208.628,6847.92,6847.92,98781,-2.50065,0,0.093576,2.06102,4813.53,19,1,34,20,14
0,8,31.1124,766.234,766.234,236076,-2.35147,12,0.093576,2.00404,967.025,19,1,21,7,14
0,8,211.841,6989.65,2783.95,8.52605e+06,-2.50065,22,0.093576,2.00107,0,4294967295,0,11,11,0
0,8,479.734,6596.35,5149.17,2.12738e+06,-2.46243,22,0.093576,2.01286,0,4294967295,0,11,11,0
0,8,62.5126,3616.99,1601.12,3.84763e+06,-2.34468,22,0.093576,2.00222,0,4294967295,0,11,11,0
0,8,31.1124,766.234,635.381,1.15002e+06,-2.35147,23,0.093576,2.00391,0,4294967295,0,10,10,0
0,8,201.68,6843.87,1157.19,3.72452e+06,-2.50065,25,0.093576,2.00469,0,4294967295,0,8,8,0
0,8,1049.22,17094.2,3576.34,1.98423e+06,-2.30151,25,0.093576,2.00718,0,4294967295,0,8,8,0
0,8,30.7423,755.045,251.585,677245,-2.35147,27,0.093576,2.00789,0,4294967295,0,6,6,0
0,8,208.628,6847.92,678.699,1.19211e+06,-2.50065,28,0.093576,2.00358,0,4294967295,0,5,5,0
0,8,54.3575,3931.96,271.564,324062,-2.34468,28,0.093576,2.00873,0,4294967295,0,5,5,0
0,8,1083.91,16203.9,1995.65,1.05235e+06,-2.30151,29,0.093576,2.0025,0,4294967295,0,4,4,0
