GridcellIndex,FunctionalGroupIndex,JuvenileMass,AdultMass,IndividualBodyMass,CohortAbundance,LogOptimalPreyBodySizeRatio,BirthTimeStep,ProportionTimeActive,TrophicIndex,IndividualReproductivePotentialMass,MaturityTimeStep,IsAdult,AgeMonths,TimeStepsJuviline,TimeStepsAdult
0,7,448.151,15518.7,790.165,2.83631e+06,-2.35147,24,0.10683,3.06615,0,4294967295,0,1,1,0
0,7,148.957,10758.2,256.081,8.79481e+06,-2.34468,24,0.10683,3.92253,0,4294967295,0,1,1,0
0,7,121.181,1825.53,163.705,1.2969e+08,-2.20265,24,0.10683,3.85529,0,4294967295,0,1,1,0
0,7,28.3748,886.12,28.3748,8.85736e+07,-2.20756,25,0.10683,3,0,4294967295,0,0,0,0
0,8,56.9919,3645,3645,57354.5,-2.34468,0,0.10683,2.49085,0,18,1,26,19,7
0,8,709.235,33305.8,22152.8,285873,-2.18799,0,0.10683,2.44927,2689.98,4294967295,0,26,26,0
0,8,208.628,6847.92,6847.92,168109,-2.50065,0,0.10683,2.41412,0,19,1,26,20,6
0,8,33.181,756.748,756.748,875953,-2.35147,15,0.10683,2.47638,0,20,1,10,5,5
0,8,28.4373,1363.13,1363.13,4.00269e+06,-2.24328,16,0.10683,2.55604,681.369,23,1,9,7,2
0,8,204.102,7719.72,562.332,6.2425e+06,-2.50065,22,0.10683,2.08311,0,4294967295,0,3,3,0
0,8,32.7963,768.115,104.823,4.7234e+07,-2.35147,22,0.10683,2.0005,0,4294967295,0,3,3,0
0,8,534.568,6916.21,1301.13,1.32018e+06,-2.46243,22,0.10683,2.46364,0,4294967295,0,3,3,0
0,8,64.8473,3627.49,175.85,5.51997e+06,-2.34468,22,0.10683,2.00432,0,4294967295,0,3,3,0
0,8,55.9445,3880.57,55.9445,2.40661e+06,-2.34468,25,0.10683,2.5,0,4294967295,0,0,0,0
0,8,32.928,748.293,32.928,1.87514e+07,-2.35147,25,0.10683,2.5,0,4294967295,0,0,0,0
0,8,223.848,6848.63,223.848,3.89531e+06,-2.50065,25,0.10683,2.5,0,4294967295,0,0,0,0
